employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,annual_salary,driving_commuter_distance,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,commute_distance_category
5529,42,2,No,47.63,40,Salary,99070.4,20.0,Information Technology,Female,Married,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5530,41,6,No,77.71,40,Salary,161636.8,70.0,Healthcare,Female,Married,4,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5531,43,7,No,48.74,40,Salary,101379.2,42.0,Research,Male,Married,1,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5532,54,9,Yes,45.73,40,Salary,95128.4,35.0,Information Technology,Male,Single,1,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5533,42,5,Yes,69.14,40,Salary,143811.2,8.0,Marketing,Male,Divorced,2,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5534,58,17,No,40.13,40,Salary,83470.4,0.1,Healthcare,Male,Single,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5535,45,14,No,51.08,40,Salary,106246.4,88.0,Sales,Male,Married,5,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5536,45,16,Yes,38.58,40,Salary,80246.4,0.1,Research,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5537,59,16,No,66.87,40,Salary,139089.6,74.0,Manufacturing,Female,Divorced,7,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5538,53,14,Yes,94.86,40,Salary,337308.8,32.0,Sales,Female,Divorced,7,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5539,53,18,No,63.22,40,Salary,131497.6,41.0,Marketing,Female,Single,4,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5540,61,19,No,78.51,40,Salary,163300.8,60.0,Research,Male,Divorced,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5541,54,17,Yes,90.64,40,Salary,288531.2,23.0,Human Resources,Male,Married,4,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5542,57,18,No,78.38,40,Salary,163030.4,37.0,Manufacturing,Female,Married,1,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5543,36,9,Yes,72.62,40,Salary,151049.6,30.0,Manufacturing,Male,Married,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5544,54,7,Yes,63.86,40,Salary,132828.8,0.1,Sales,Female,Divorced,8,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5545,29,2,No,25.49,40,Salary,53033.2,11.0,Sales,Male,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5546,37,2,Yes,27.88,40,Salary,57990.4,70.0,Marketing,Male,Married,3,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5547,49,20,No,60.52,40,Salary,125881.6,75.0,Human Resources,Male,Married,3,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5548,52,15,No,31.34,40,Salary,65287.2,47.0,Research,Female,Divorced,1,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5549,41,10,No,70.0,40,Salary,145600.0,0.1,Sales,Male,Divorced,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5550,23,1,Yes,22.17,40,Salary,46113.6,0.1,Marketing,Male,Married,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5551,39,6,Yes,67.38,40,Salary,140150.4,37.0,Human Resources,Female,Married,5,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5552,39,9,No,33.07,40,Salary,68785.6,43.0,Information Technology,Female,Single,9,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5553,47,8,No,87.15,40,Salary,281272.0,25.0,Research,Male,Divorced,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5554,41,9,Yes,74.72,40,Salary,155417.6,8.0,Sales,Female,Divorced,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5555,59,16,Yes,40.95,40,Salary,85176.0,63.0,Laboratory,Female,Married,6,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5556,59,16,No,53.14,40,Salary,110531.2,76.0,Sales,Female,Divorced,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5557,48,9,No,39.68,40,Salary,82534.4,12.0,Manufacturing,Female,Divorced,8,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5558,39,6,No,27.83,40,Salary,57886.4,88.0,Human Resources,Male,Married,8,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5559,21,1,Yes,21.28,40,Salary,44262.4,0.1,Sales,Male,Married,2,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
5560,56,15,No,33.72,40,Salary,41017.6,78.0,Sales,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5561,57,6,Yes,74.02,40,Salary,153961.6,31.0,Sales,Female,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5562,53,5,No,54.59,40,Salary,113547.2,43.0,Human Resources,Male,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5563,40,1,Yes,34.34,40,Salary,71427.2,83.0,Research,Female,Married,4,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5564,54,18,No,84.28,40,Salary,175094.4,97.0,Sales,Female,Divorced,7,14.0,Mailed Check,Yes,"(95.09, 190.08]"
5565,44,9,No,56.77,40,Salary,128081.6,28.0,Marketing,Male,Divorced,5,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5566,42,5,Yes,34.84,40,Salary,72467.2,53.0,Laboratory,Male,Married,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5567,60,15,No,43.47,40,Salary,90417.6,3.0,Manufacturing,Male,Married,2,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5568,39,7,No,47.76,40,Salary,99340.8,60.0,Healthcare,Female,Divorced,2,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
5569,31,7,Yes,31.15,40,Salary,64792.0,0.1,Manufacturing,Female,Divorced,3,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
5570,44,19,No,90.0,40,Salary,287200.0,30.0,Sales,Female,Single,4,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5571,51,16,Yes,93.32,40,Salary,334105.6,31.0,Manufacturing,Female,Divorced,2,21.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5572,33,10,Yes,29.69,40,Salary,61755.2,1.0,Research,Male,Divorced,6,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5573,40,4,No,88.92,40,Salary,284953.6,87.0,Research,Male,Divorced,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5574,53,18,No,92.56,40,Salary,332524.8,63.0,Manufacturing,Female,Single,3,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5575,44,10,No,51.02,40,Salary,106121.6,63.0,Research,Male,Divorced,6,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5576,45,10,No,50.57,40,Salary,105285.6,12.0,Marketing,Male,Married,9,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5577,59,12,No,85.08,40,Salary,176966.4,0.1,Manufacturing,Female,Married,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5578,42,2,Yes,84.8,40,Salary,176384.0,6.0,Healthcare,Female,Divorced,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5579,35,10,No,27.0,40,Salary,56160.0,74.0,Human Resources,Male,Single,5,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5580,50,18,No,68.71,40,Salary,142916.8,0.1,Information Technology,Male,Single,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5581,47,7,No,79.59,40,Salary,165547.2,26.0,Sales,Male,Married,4,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
5582,47,5,No,92.96,40,Salary,333356.8,25.0,Marketing,Female,Divorced,7,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5583,33,9,No,29.94,40,Salary,62275.2,96.0,Research,Female,Single,2,10.0,Direct Deposit,Yes,"(95.09, 190.08]"
5584,39,3,No,30.08,40,Salary,62566.4,38.0,Manufacturing,Male,Divorced,2,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5585,46,8,Yes,76.25,40,Salary,158600.0,83.0,Laboratory,Female,Divorced,4,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
5586,54,9,No,91.59,40,Salary,330507.2,71.0,Human Resources,Male,Married,6,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
5587,47,7,No,73.31,40,Salary,152484.8,77.0,Research,Male,Single,7,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5588,59,9,No,85.59,40,Salary,178027.2,30.0,Information Technology,Male,Married,6,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5589,29,3,No,25.28,40,Salary,52582.4,36.0,Human Resources,Female,Divorced,1,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5590,21,1,Yes,21.8,40,Salary,45344.0,44.0,Information Technology,Male,Single,2,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5591,45,12,Yes,34.81,40,Salary,72404.8,23.0,Healthcare,Male,Single,4,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5592,41,2,No,74.06,40,Salary,154044.8,28.0,Human Resources,Female,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5593,34,10,Yes,23.67,40,Salary,49233.6,82.0,Information Technology,Female,Divorced,2,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5594,42,2,Yes,38.83,40,Salary,80766.4,58.0,Information Technology,Female,Married,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
5595,37,6,No,42.04,40,Salary,87443.2,0.1,Sales,Male,Divorced,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
5596,41,5,No,32.26,40,Salary,67100.8,0.1,Laboratory,Male,Single,9,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
5597,55,12,No,52.68,40,Salary,109574.4,7.0,Information Technology,Female,Divorced,2,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5598,49,15,Yes,58.86,40,Salary,122428.8,31.0,Sales,Male,Divorced,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5599,51,12,No,53.63,40,Salary,111550.4,1.0,Laboratory,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5600,43,6,No,34.8,40,Salary,72384.0,14.0,Sales,Female,Married,9,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5601,24,1,Yes,21.01,40,Salary,43700.8,96.0,Laboratory,Female,Married,2,5.0,Mailed Check,Yes,"(95.09, 190.08]"
5602,37,10,No,26.26,40,Salary,54620.8,11.0,Research,Female,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5603,47,18,No,93.53,40,Salary,334542.4,1.0,Manufacturing,Male,Divorced,8,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5604,36,8,No,61.23,40,Salary,127358.4,56.0,Sales,Female,Divorced,5,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5605,40,8,Yes,30.07,40,Salary,62545.6,87.0,Human Resources,Male,Divorced,2,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
5606,57,8,Yes,95.22,40,Salary,338057.6,15.0,Research,Female,Married,9,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5607,54,17,No,55.15,40,Salary,114712.0,92.0,Human Resources,Female,Married,3,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5608,37,7,No,26.09,40,Salary,54267.2,69.0,Sales,Female,Single,6,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5609,36,5,Yes,28.04,40,Salary,37523.2,21.0,Sales,Female,Divorced,3,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
5610,55,5,No,68.76,40,Salary,143020.8,92.0,Marketing,Female,Single,7,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5611,27,5,No,21.34,40,Salary,44387.2,0.1,Sales,Male,Married,1,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5612,28,2,No,24.55,40,Salary,51064.0,81.0,Research,Female,Divorced,3,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5613,53,17,Yes,73.69,40,Salary,153275.2,33.0,Research,Female,Divorced,6,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5614,43,5,No,88.33,40,Salary,283435.2,29.0,Human Resources,Male,Single,2,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
5615,46,6,No,34.21,40,Salary,71156.8,71.0,Sales,Female,Single,8,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
5616,47,8,No,54.22,40,Salary,112777.6,27.0,Healthcare,Male,Divorced,2,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5617,40,7,Yes,27.28,40,Salary,56742.4,26.0,Information Technology,Male,Divorced,1,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
5618,41,2,No,44.55,40,Salary,92664.0,51.0,Sales,Male,Divorced,3,6.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5619,52,10,No,38.0,40,Salary,79040.0,25.0,Sales,Female,Divorced,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5620,59,11,No,36.3,40,Salary,75504.0,65.0,Healthcare,Male,Single,2,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5621,28,2,Yes,25.4,40,Salary,52832.0,0.1,Information Technology,Male,Married,2,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5622,59,9,Yes,54.23,40,Salary,112798.4,78.0,Human Resources,Male,Single,2,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5623,39,5,No,84.13,40,Salary,174990.4,37.0,Manufacturing,Female,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5624,34,1,No,30.34,40,Salary,63107.2,33.0,Information Technology,Female,Married,2,9.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5625,40,5,Yes,27.71,40,Salary,57636.8,7.0,Laboratory,Female,Married,5,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5626,53,9,Yes,38.7,40,Salary,80496.0,3.0,Human Resources,Male,Single,3,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5627,37,7,No,92.51,40,Salary,332420.8,12.0,Manufacturing,Female,Single,6,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5628,47,11,No,33.89,40,Salary,70491.2,23.0,Sales,Male,Single,8,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5629,56,19,No,82.44,40,Salary,171475.2,97.0,Laboratory,Male,Married,3,7.0,Mailed Check,Yes,"(95.09, 190.08]"
5630,47,12,Yes,83.53,40,Salary,173742.4,75.0,Human Resources,Female,Single,4,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5631,29,4,Yes,24.78,40,Salary,51542.4,92.0,Marketing,Male,Divorced,1,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
5632,36,6,No,32.74,40,Salary,68099.2,68.0,Manufacturing,Female,Divorced,2,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5633,60,20,No,54.17,40,Salary,112673.6,77.0,Research,Male,Single,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
5634,53,8,Yes,31.74,40,Salary,66033.2,88.0,Research,Male,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5635,50,8,Yes,76.2,40,Salary,158496.0,81.0,Research,Female,Divorced,6,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5636,49,18,Yes,41.39,40,Salary,86091.2,0.1,Manufacturing,Male,Married,4,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5637,34,9,No,24.48,40,Salary,50928.4,1.0,Marketing,Male,Single,2,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
5638,40,8,No,80.84,40,Salary,168147.2,0.1,Laboratory,Female,Divorced,3,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5639,61,11,No,41.8,40,Salary,86944.0,27.0,Sales,Female,Single,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
5640,28,2,Yes,23.14,40,Salary,48131.2,33.0,Manufacturing,Male,Divorced,3,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
5641,58,11,No,57.22,40,Salary,133017.6,65.0,Human Resources,Female,Divorced,1,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5642,51,19,No,44.95,40,Salary,93496.0,73.0,Information Technology,Male,Single,5,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5643,46,7,Yes,36.42,40,Salary,75753.6,99.0,Research,Male,Single,5,25.0,Direct Deposit,Yes,"(95.09, 190.08]"
5644,47,8,Yes,80.64,40,Salary,167731.2,71.0,Healthcare,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5645,48,13,No,58.97,40,Salary,122657.6,99.0,Human Resources,Male,Married,1,17.0,Mailed Check,Yes,"(95.09, 190.08]"
5646,49,5,No,33.77,40,Salary,70241.6,83.0,Healthcare,Male,Single,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5647,51,19,No,78.09,40,Salary,162427.2,90.0,Research,Female,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5648,35,10,No,30.5,40,Salary,-13560.0,97.0,Marketing,Male,Married,6,5.0,Mailed Check,Yes,"(95.09, 190.08]"
5649,42,7,Yes,84.85,40,Salary,176488.0,45.0,Healthcare,Female,Single,4,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5650,41,3,No,36.13,40,Salary,75150.4,73.0,Marketing,Male,Divorced,3,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5651,45,11,No,82.56,40,Salary,171724.8,24.0,Research,Male,Single,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5652,61,19,No,40.54,40,Salary,84323.2,0.1,Human Resources,Female,Married,4,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5653,56,7,Yes,54.75,40,Salary,113880.0,95.0,Research,Male,Divorced,5,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5654,41,1,Yes,39.91,40,Salary,83012.8,46.0,Healthcare,Male,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5655,55,9,Yes,95.01,40,Salary,337620.8,0.1,Information Technology,Female,Married,9,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
5656,28,6,Yes,22.78,40,Salary,47382.4,60.0,Research,Male,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5657,32,8,Yes,23.73,40,Salary,49358.4,56.0,Information Technology,Female,Married,1,10.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5658,36,8,No,39.46,40,Salary,82076.8,98.0,Human Resources,Male,Divorced,3,25.0,Mailed Check,Yes,"(95.09, 190.08]"
5659,40,10,No,69.24,40,Salary,144033.2,74.0,Human Resources,Male,Single,9,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5660,59,10,Yes,42.63,40,Salary,88670.4,0.1,Research,Female,Married,2,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
5661,44,7,No,91.02,40,Salary,289321.6,41.0,Healthcare,Female,Divorced,5,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5662,57,6,No,46.39,40,Salary,96491.2,53.0,Information Technology,Female,Single,3,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5663,49,19,No,48.99,40,Salary,102899.2,62.0,Laboratory,Male,Married,6,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5664,61,9,No,82.03,40,Salary,170622.4,28.0,Manufacturing,Female,Divorced,9,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5665,61,18,Yes,55.8,40,Salary,116064.0,96.0,Manufacturing,Female,Single,4,6.0,Direct Deposit,Yes,"(95.09, 190.08]"
5666,36,1,No,52.44,40,Salary,109075.2,90.0,Sales,Male,Divorced,2,19.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5667,48,11,No,60.03,40,Salary,124862.4,49.0,Research,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5668,38,2,No,95.14,40,Salary,337891.2,58.0,Marketing,Female,Married,2,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5669,41,9,No,55.6,40,Salary,115648.0,24.0,Laboratory,Male,Single,7,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5670,31,2,No,28.76,40,Salary,39020.8,0.1,Laboratory,Male,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5671,52,16,No,81.96,40,Salary,170476.8,78.0,Research,Male,Married,9,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5672,39,4,Yes,78.66,40,Salary,163612.8,42.0,Manufacturing,Male,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5673,43,6,Yes,59.44,40,Salary,123635.2,53.0,Human Resources,Male,Single,9,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5674,32,1,No,28.57,40,Salary,38625.6,28.0,Human Resources,Female,Single,1,21.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5675,32,7,No,25.04,40,Salary,52083.2,12.0,Healthcare,Female,Divorced,2,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5676,61,10,No,93.08,40,Salary,333606.4,7.0,Healthcare,Female,Single,2,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5677,43,2,No,59.09,40,Salary,122907.2,74.0,Research,Female,Single,5,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5678,39,1,No,27.16,40,Salary,56492.8,39.0,Research,Female,Divorced,5,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
5679,55,8,No,82.95,40,Salary,172536.0,85.0,Sales,Female,Married,4,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5680,57,12,No,35.55,40,Salary,73944.0,81.0,Human Resources,Female,Divorced,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5681,45,9,No,66.25,40,Salary,137800.0,21.0,Laboratory,Female,Divorced,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5682,44,9,No,51.34,40,Salary,106787.2,0.1,Human Resources,Female,Divorced,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5683,57,7,Yes,89.28,40,Salary,285702.4,84.0,Healthcare,Female,Divorced,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
5684,58,17,Yes,40.94,40,Salary,85155.2,2.0,Sales,Female,Married,4,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
5685,47,14,Yes,93.73,40,Salary,334958.4,96.0,Human Resources,Female,Married,6,24.0,Mailed Check,Yes,"(95.09, 190.08]"
5686,46,20,Yes,71.23,40,Salary,148158.4,44.0,Research,Female,Divorced,6,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5687,49,5,No,56.17,40,Salary,116833.6,63.0,Healthcare,Male,Divorced,5,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
5688,50,13,No,86.52,40,Salary,179961.6,50.0,Healthcare,Female,Married,7,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5689,42,2,Yes,87.22,40,Salary,281417.6,82.0,Human Resources,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5690,58,13,No,50.85,40,Salary,105768.0,21.0,Research,Female,Divorced,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5691,56,8,No,41.87,40,Salary,87089.6,84.0,Marketing,Female,Single,7,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5692,29,4,No,25.69,40,Salary,53435.2,95.0,Research,Female,Married,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5693,52,7,No,78.6,40,Salary,163488.0,83.0,Laboratory,Female,Divorced,4,7.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5694,47,18,Yes,94.72,40,Salary,337017.6,17.0,Marketing,Male,Married,4,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5695,49,8,No,86.94,40,Salary,280835.2,27.0,Research,Female,Single,5,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
5696,52,11,Yes,39.09,40,Salary,81307.2,64.0,Human Resources,Male,Married,8,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
5697,21,1,Yes,21.85,40,Salary,45448.0,73.0,Sales,Male,Married,3,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
5698,49,19,Yes,34.67,40,Salary,72113.6,22.0,Human Resources,Female,Single,8,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5699,56,13,Yes,54.85,40,Salary,114088.0,40.0,Information Technology,Male,Married,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5700,54,10,No,75.69,40,Salary,157435.2,55.0,Healthcare,Female,Divorced,9,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5701,50,9,Yes,56.67,40,Salary,117873.6,5.0,Information Technology,Female,Single,9,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
5702,46,5,No,41.08,40,Salary,85446.4,63.0,Human Resources,Female,Single,3,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5703,56,19,No,71.12,40,Salary,147929.6,62.0,Research,Female,Divorced,7,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
5704,44,11,No,77.03,40,Salary,160222.4,0.1,Information Technology,Female,Married,8,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
5705,39,1,Yes,71.84,40,Salary,149427.2,57.0,Research,Female,Married,3,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
5706,51,13,No,59.94,40,Salary,124675.2,65.0,Sales,Female,Married,1,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
5707,30,1,No,24.33,40,Salary,50606.4,29.0,Sales,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
5708,52,8,No,62.17,40,Salary,129313.6,65.0,Healthcare,Male,Divorced,9,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5709,34,7,No,25.59,40,Salary,53227.2,80.0,Sales,Female,Single,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
5710,37,1,Yes,47.11,40,Salary,97988.8,86.0,Information Technology,Female,Divorced,4,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5711,44,18,Yes,40.5,40,Salary,84240.0,97.0,Healthcare,Male,Divorced,6,7.0,Mailed Check,Yes,"(95.09, 190.08]"
5712,41,4,No,70.07,40,Salary,145745.6,0.1,Human Resources,Female,Single,7,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
5713,46,13,No,85.37,40,Salary,177569.6,60.0,Laboratory,Female,Single,4,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
5714,56,6,No,92.4,40,Salary,332332.0,84.0,Research,Male,Married,7,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
5715,59,7,Yes,40.13,40,Salary,83470.4,0.1,Laboratory,Female,Married,2,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
5716,34,6,Yes,22.91,40,Salary,47652.8,44.0,Sales,Male,Divorced,3,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
5717,22,1,Yes,22.01,40,Salary,45780.8,67.0,Sales,Female,Single,1,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
5718,32,4,No,23.7,40,Salary,49296.0,58.0,Laboratory,Male,Married,1,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
5719,40,5,Yes,33.64,40,Salary,40851.2,79.0,Sales,Male,Single,4,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
5720,37,4,Yes,64.82,40,Salary,134825.6,58.0,Sales,Male,Divorced,4,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
5721,46,6,Yes,39.44,40,Salary,82035.2,62.0,Sales,Female,Single,5,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
